Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1714,2022-01-10,2022-01-11,First Class,Consumer,Midwest,Technology,Binders,155.05,2,0.3,-0.78
ORD-1715,2022-11-08,2022-11-09,Same Day,Corporate,South,Technology,Chairs,239.64,9,0.3,-4.56
ORD-1716,2022-10-13,2022-10-14,First Class,Corporate,West,Furniture,Binders,248.19,2,0.1,39.24
ORD-1717,2022-08-30,2022-09-01,Standard Class,Home Office,Southeast,Technology,Paper,395.84,9,0.0,122.96
ORD-1718,2022-09-08,2022-09-12,First Class,Home Office,South,Technology,Binders,380.07,6,0.2,38.37
ORD-1719,2022-12-31,2023-01-05,First Class,Consumer,West,Furniture,Phones,239.27,9,0.0,80.89
ORD-1720,2022-01-05,2022-01-08,Standard Class,Corporate,West,Office Supplies,Binders,425.92,9,0.3,8.11
ORD-1721,2022-04-29,2022-05-05,First Class,Corporate,Southeast,Furniture,Paper,74.83,3,0.1,23.97
ORD-1722,2022-10-16,2022-10-19,Standard Class,Corporate,West,Technology,Paper,142.57,1,0.1,19.33
ORD-1723,2022-03-06,2022-03-12,Standard Class,Home Office,Midwest,Technology,Paper,417.43,1,0.2,48.15
ORD-1724,2022-05-26,2022-05-28,Same Day,Corporate,Southeast,Technology,Phones,201.44,3,0.1,46.94
ORD-1725,2022-08-12,2022-08-13,Second Class,Consumer,South,Furniture,Paper,490.97,5,0.1,87.98
ORD-1726,2022-08-27,2022-08-29,Second Class,Consumer,South,Technology,Chairs,243.8,3,0.1,45.57
ORD-1727,2022-06-26,2022-06-30,First Class,Home Office,Midwest,Technology,Paper,400.13,9,0.1,65.46
ORD-1728,2022-09-24,2022-09-28,First Class,Home Office,South,Furniture,Binders,213.11,9,0.1,49.32
ORD-1729,2022-12-07,2022-12-13,Same Day,Corporate,West,Office Supplies,Accessories,223.98,3,0.3,6.65
ORD-1730,2022-10-09,2022-10-14,Same Day,Home Office,West,Office Supplies,Binders,203.78,3,0.0,75.44
ORD-1731,2022-03-04,2022-03-09,Same Day,Consumer,Midwest,Technology,Accessories,365.16,5,0.4,-38.8
ORD-1732,2022-08-05,2022-08-11,Standard Class,Corporate,South,Furniture,Binders,282.81,2,0.1,61.08
ORD-1733,2022-12-08,2022-12-12,Same Day,Consumer,South,Technology,Phones,473.01,6,0.4,-37.42
ORD-1734,2022-11-11,2022-11-15,Same Day,Corporate,Midwest,Furniture,Binders,140.43,7,0.4,-21.58
ORD-1735,2022-10-10,2022-10-14,First Class,Home Office,Southeast,Furniture,Phones,68.27,9,0.3,-9.06
ORD-1736,2022-06-26,2022-06-28,Same Day,Corporate,South,Office Supplies,Phones,208.77,6,0.1,34.53
ORD-1737,2022-04-08,2022-04-12,Standard Class,Corporate,Southeast,Office Supplies,Paper,316.02,3,0.4,-35.09
ORD-1738,2022-04-15,2022-04-18,Standard Class,Consumer,South,Furniture,Chairs,433.18,5,0.1,77.93
ORD-1739,2022-04-09,2022-04-10,First Class,Consumer,South,Technology,Accessories,186.17,4,0.2,11.82
ORD-1740,2022-11-07,2022-11-11,Same Day,Corporate,South,Office Supplies,Paper,333.82,5,0.2,42.19
ORD-1741,2022-01-06,2022-01-12,Same Day,Home Office,South,Technology,Paper,188.1,8,0.2,17.85
ORD-1742,2022-07-16,2022-07-17,Standard Class,Home Office,West,Office Supplies,Phones,316.27,8,0.4,-28.56
ORD-1743,2022-12-17,2022-12-19,Same Day,Consumer,Southeast,Office Supplies,Phones,444.71,6,0.2,38.96
ORD-1744,2022-05-13,2022-05-19,Same Day,Home Office,Southeast,Technology,Accessories,131.05,1,0.3,-6.16
ORD-1745,2022-12-24,2022-12-25,Same Day,Consumer,South,Office Supplies,Binders,214.04,8,0.3,2.86
ORD-1746,2022-09-16,2022-09-22,Second Class,Home Office,South,Office Supplies,Binders,496.77,8,0.4,-48.42
ORD-1747,2022-01-23,2022-01-25,First Class,Corporate,Southeast,Technology,Paper,436.91,2,0.1,95.16
ORD-1748,2022-02-22,2022-02-25,Second Class,Consumer,West,Office Supplies,Tables,291.03,4,0.0,100.32
ORD-1749,2022-06-14,2022-06-16,First Class,Consumer,Midwest,Office Supplies,Tables,267.98,2,0.1,46.68
ORD-1750,2022-07-21,2022-07-23,Standard Class,Corporate,Midwest,Office Supplies,Binders,156.61,4,0.1,39.93
ORD-1751,2022-03-24,2022-03-30,Same Day,Consumer,Southeast,Technology,Tables,268.26,7,0.1,42.85
ORD-1752,2022-05-25,2022-05-30,First Class,Home Office,South,Furniture,Binders,427.13,9,0.1,106.16
ORD-1753,2022-03-26,2022-03-30,Second Class,Home Office,South,Technology,Phones,348.88,8,0.0,96.8
ORD-1754,2022-03-19,2022-03-23,Same Day,Consumer,West,Furniture,Paper,159.22,9,0.2,22.83
ORD-1755,2022-01-01,2022-01-04,Standard Class,Home Office,Midwest,Office Supplies,Chairs,116.7,8,0.1,12.47
ORD-1756,2022-02-20,2022-02-23,First Class,Consumer,West,Furniture,Paper,147.3,2,0.3,-1.52
ORD-1757,2022-06-22,2022-06-26,First Class,Corporate,Midwest,Technology,Binders,101.48,7,0.4,5.31
ORD-1758,2022-07-24,2022-07-29,First Class,Consumer,Southeast,Technology,Binders,65.91,2,0.4,-14.77
ORD-1759,2022-09-17,2022-09-21,Same Day,Corporate,Midwest,Office Supplies,Paper,221.19,2,0.3,22.04
ORD-1760,2022-10-15,2022-10-20,Second Class,Home Office,West,Furniture,Accessories,74.38,4,0.1,14.82
ORD-1761,2022-02-03,2022-02-06,Second Class,Corporate,West,Office Supplies,Binders,102.52,1,0.0,40.51
ORD-1762,2022-12-14,2022-12-15,First Class,Home Office,West,Office Supplies,Tables,282.72,5,0.2,32.3
ORD-1763,2022-04-05,2022-04-11,Standard Class,Consumer,Southeast,Technology,Tables,99.01,6,0.4,-5.33
ORD-1764,2022-03-13,2022-03-16,Standard Class,Home Office,Midwest,Furniture,Binders,50.66,9,0.2,-9.2
ORD-1765,2022-02-08,2022-02-11,Second Class,Consumer,Midwest,Furniture,Binders,172.35,8,0.0,46.98
ORD-1766,2022-06-03,2022-06-05,Standard Class,Consumer,West,Furniture,Accessories,125.75,2,0.4,-0.62
ORD-1767,2022-09-07,2022-09-09,Second Class,Corporate,Midwest,Furniture,Tables,267.35,1,0.2,23.29
ORD-1768,2022-06-11,2022-06-13,First Class,Corporate,South,Office Supplies,Binders,69.14,2,0.0,22.13
ORD-1769,2022-04-28,2022-05-04,Second Class,Corporate,South,Office Supplies,Binders,380.85,7,0.2,22.61
ORD-1770,2022-09-16,2022-09-18,Second Class,Corporate,South,Technology,Accessories,454.99,4,0.1,85.62
ORD-1771,2022-11-02,2022-11-07,First Class,Home Office,Midwest,Office Supplies,Accessories,376.85,5,0.0,124.29
ORD-1772,2022-09-25,2022-09-29,Standard Class,Home Office,Southeast,Office Supplies,Paper,275.76,7,0.2,14.75
ORD-1773,2022-02-23,2022-02-24,Second Class,Home Office,Southeast,Technology,Accessories,433.12,3,0.1,93.79
ORD-1774,2022-08-24,2022-08-27,Second Class,Consumer,Southeast,Technology,Chairs,353.56,2,0.1,72.49
ORD-1775,2022-08-10,2022-08-15,First Class,Home Office,Southeast,Technology,Tables,25.06,7,0.0,5.16
ORD-1776,2022-09-08,2022-09-09,Standard Class,Home Office,South,Office Supplies,Paper,209.16,5,0.3,-2.8
ORD-1777,2022-11-09,2022-11-14,Second Class,Home Office,South,Office Supplies,Chairs,428.46,1,0.4,-47.76
ORD-1778,2022-04-22,2022-04-27,First Class,Corporate,West,Technology,Binders,186.01,1,0.0,51.78
ORD-1779,2022-09-12,2022-09-15,Second Class,Home Office,Midwest,Technology,Binders,36.9,9,0.1,16.68
ORD-1780,2022-10-30,2022-11-03,Same Day,Consumer,Midwest,Technology,Paper,378.17,5,0.1,71.31
ORD-1781,2022-07-26,2022-07-28,First Class,Corporate,Southeast,Office Supplies,Accessories,404.98,1,0.0,139.57
ORD-1782,2022-08-17,2022-08-23,Standard Class,Consumer,South,Office Supplies,Binders,97.08,7,0.3,3.0
ORD-1783,2022-12-07,2022-12-11,Standard Class,Home Office,Southeast,Furniture,Phones,277.92,9,0.4,-33.55
ORD-1784,2022-03-07,2022-03-13,Standard Class,Corporate,West,Office Supplies,Paper,112.14,1,0.2,20.95
ORD-1785,2022-03-16,2022-03-19,Standard Class,Consumer,Midwest,Office Supplies,Chairs,365.23,4,0.0,115.81
ORD-1786,2022-04-13,2022-04-16,Second Class,Home Office,Midwest,Office Supplies,Paper,150.34,3,0.4,-31.58
ORD-1787,2022-07-11,2022-07-14,Second Class,Consumer,Southeast,Technology,Tables,171.78,5,0.4,-27.52
ORD-1788,2022-09-09,2022-09-10,Standard Class,Consumer,West,Office Supplies,Accessories,425.59,7,0.1,83.96
ORD-1789,2022-08-14,2022-08-20,Standard Class,Consumer,Midwest,Technology,Accessories,248.63,8,0.2,9.03
ORD-1790,2022-10-21,2022-10-25,Standard Class,Home Office,West,Furniture,Paper,341.48,2,0.0,123.35
ORD-1791,2022-11-02,2022-11-06,Second Class,Home Office,West,Furniture,Binders,213.14,7,0.1,50.85
ORD-1792,2022-04-08,2022-04-13,Standard Class,Consumer,Southeast,Technology,Binders,163.04,1,0.1,32.47
ORD-1793,2022-12-04,2022-12-09,Standard Class,Corporate,South,Technology,Phones,320.23,7,0.3,-3.43
ORD-1794,2022-10-13,2022-10-18,Same Day,Corporate,Southeast,Technology,Phones,94.33,8,0.4,-15.43
ORD-1795,2022-12-01,2022-12-04,Same Day,Home Office,South,Office Supplies,Accessories,199.04,2,0.0,40.07
ORD-1796,2022-12-13,2022-12-17,Standard Class,Home Office,West,Furniture,Phones,120.34,9,0.0,18.77
ORD-1797,2022-11-04,2022-11-10,First Class,Home Office,South,Technology,Chairs,353.98,1,0.0,125.21
ORD-1798,2022-09-06,2022-09-09,Standard Class,Home Office,West,Office Supplies,Phones,473.22,6,0.1,110.38
ORD-1799,2022-06-15,2022-06-16,Same Day,Home Office,Midwest,Furniture,Chairs,497.85,1,0.3,-5.76
ORD-1800,2022-12-01,2022-12-06,First Class,Corporate,Midwest,Office Supplies,Phones,236.13,3,0.2,32.69
ORD-1801,2022-01-30,2022-02-02,First Class,Home Office,Midwest,Furniture,Accessories,141.21,6,0.1,33.31
ORD-1802,2022-09-04,2022-09-07,Standard Class,Consumer,Southeast,Office Supplies,Accessories,232.56,3,0.2,29.5
ORD-1803,2022-04-16,2022-04-17,Same Day,Consumer,Southeast,Furniture,Chairs,426.69,8,0.3,-14.25
ORD-1804,2022-02-20,2022-02-22,Same Day,Corporate,West,Furniture,Paper,118.88,5,0.4,-29.97
ORD-1805,2022-03-22,2022-03-26,First Class,Consumer,Midwest,Office Supplies,Accessories,477.01,2,0.0,154.93
ORD-1806,2022-05-13,2022-05-19,Standard Class,Corporate,Southeast,Technology,Paper,184.1,4,0.2,-1.38
ORD-1807,2022-10-12,2022-10-14,Second Class,Corporate,Midwest,Furniture,Binders,493.19,9,0.1,97.16
ORD-1808,2022-05-18,2022-05-23,Second Class,Consumer,Southeast,Technology,Chairs,422.53,4,0.2,38.58
ORD-1809,2022-07-03,2022-07-06,Same Day,Home Office,South,Office Supplies,Accessories,408.11,8,0.4,-45.41
ORD-1810,2022-11-26,2022-11-27,Second Class,Consumer,South,Technology,Tables,172.59,5,0.0,54.92
ORD-1811,2022-09-30,2022-10-01,Same Day,Consumer,Midwest,Technology,Binders,24.21,1,0.2,-4.35
ORD-1812,2022-12-06,2022-12-10,Same Day,Corporate,West,Technology,Paper,203.42,7,0.4,-16.38
ORD-1813,2022-03-10,2022-03-12,Same Day,Consumer,Southeast,Technology,Accessories,164.87,3,0.1,34.39
ORD-1814,2022-02-03,2022-02-07,Second Class,Corporate,Southeast,Technology,Chairs,37.95,8,0.3,20.99
ORD-1815,2022-09-19,2022-09-22,Same Day,Home Office,South,Furniture,Phones,262.58,3,0.1,38.66
ORD-1816,2022-02-22,2022-02-26,First Class,Home Office,South,Furniture,Tables,213.46,1,0.0,64.33
ORD-1817,2022-07-24,2022-07-30,Standard Class,Home Office,West,Furniture,Paper,324.59,5,0.1,69.23
ORD-1818,2022-05-06,2022-05-07,Standard Class,Consumer,West,Office Supplies,Binders,318.17,2,0.1,61.07
ORD-1819,2022-08-23,2022-08-24,Same Day,Corporate,West,Technology,Chairs,77.96,4,0.1,2.22
ORD-1820,2022-02-12,2022-02-17,Standard Class,Home Office,Midwest,Furniture,Tables,488.94,1,0.1,110.36
ORD-1821,2022-08-28,2022-09-02,Second Class,Corporate,South,Office Supplies,Chairs,109.73,9,0.0,36.29
ORD-1822,2022-04-21,2022-04-24,Second Class,Corporate,Midwest,Furniture,Accessories,233.73,6,0.4,-36.04
ORD-1823,2022-09-06,2022-09-12,Standard Class,Home Office,South,Furniture,Phones,254.3,8,0.2,29.82
ORD-1824,2022-05-31,2022-06-02,Second Class,Home Office,South,Technology,Binders,410.27,4,0.3,17.02
ORD-1825,2022-07-02,2022-07-06,Standard Class,Corporate,Southeast,Office Supplies,Chairs,67.63,9,0.2,6.4
ORD-1826,2022-12-02,2022-12-05,Standard Class,Home Office,South,Technology,Paper,225.75,2,0.2,22.55
ORD-1827,2022-04-05,2022-04-10,Standard Class,Corporate,South,Technology,Accessories,321.68,9,0.3,15.68
ORD-1828,2022-01-08,2022-01-12,Same Day,Corporate,Midwest,Furniture,Accessories,123.27,5,0.0,27.28
ORD-1829,2022-12-26,2022-12-31,Standard Class,Home Office,South,Technology,Binders,321.18,6,0.3,17.28
ORD-1830,2022-07-03,2022-07-07,Same Day,Consumer,Midwest,Office Supplies,Accessories,463.36,3,0.0,148.74
ORD-1831,2022-10-08,2022-10-10,Standard Class,Home Office,West,Technology,Paper,498.81,4,0.2,40.64
ORD-1832,2022-07-14,2022-07-17,Standard Class,Consumer,South,Technology,Chairs,35.58,6,0.0,3.99
ORD-1833,2022-12-18,2022-12-22,Standard Class,Corporate,South,Technology,Binders,133.08,7,0.4,-18.56
ORD-1834,2022-07-14,2022-07-20,Second Class,Corporate,Midwest,Furniture,Accessories,168.95,1,0.3,-18.34
ORD-1835,2022-06-04,2022-06-05,Same Day,Consumer,West,Office Supplies,Accessories,211.58,7,0.4,-18.55
ORD-1836,2022-04-03,2022-04-09,Same Day,Corporate,Southeast,Furniture,Paper,136.28,1,0.2,4.84
ORD-1837,2022-06-09,2022-06-15,Standard Class,Consumer,West,Furniture,Phones,117.67,5,0.3,2.97
ORD-1838,2022-03-02,2022-03-03,Standard Class,Consumer,Midwest,Furniture,Phones,478.19,6,0.2,34.91
ORD-1839,2022-05-02,2022-05-08,Second Class,Corporate,West,Furniture,Accessories,460.89,2,0.4,-36.86
ORD-1840,2022-02-20,2022-02-24,Second Class,Consumer,Midwest,Furniture,Chairs,42.56,9,0.2,11.63
ORD-1841,2022-10-04,2022-10-08,Second Class,Home Office,Midwest,Office Supplies,Binders,182.63,6,0.3,-7.06
ORD-1842,2022-01-05,2022-01-09,Same Day,Home Office,Southeast,Technology,Accessories,214.47,7,0.3,3.6
ORD-1843,2022-04-02,2022-04-03,Same Day,Corporate,South,Furniture,Tables,134.73,8,0.2,14.3
ORD-1844,2022-06-19,2022-06-25,Same Day,Corporate,Midwest,Furniture,Binders,321.86,1,0.3,14.82
ORD-1845,2022-11-13,2022-11-14,Standard Class,Consumer,Midwest,Office Supplies,Phones,327.38,8,0.3,-10.32
ORD-1846,2022-01-22,2022-01-26,Same Day,Consumer,Southeast,Office Supplies,Accessories,428.24,4,0.2,41.3
ORD-1847,2022-11-22,2022-11-28,First Class,Consumer,Midwest,Technology,Paper,375.62,8,0.4,-43.97
ORD-1848,2022-01-01,2022-01-07,First Class,Consumer,South,Office Supplies,Tables,280.44,6,0.3,0.45
ORD-1849,2022-05-13,2022-05-18,Second Class,Home Office,Southeast,Technology,Accessories,333.72,9,0.3,5.33
ORD-1850,2022-08-21,2022-08-26,Same Day,Home Office,South,Furniture,Chairs,151.51,4,0.3,-6.52
ORD-1851,2022-01-12,2022-01-14,First Class,Corporate,South,Furniture,Tables,304.67,2,0.3,-3.64
ORD-1852,2022-12-12,2022-12-15,Second Class,Consumer,Southeast,Technology,Accessories,254.83,2,0.2,35.14
ORD-1853,2022-02-15,2022-02-20,Same Day,Consumer,Midwest,Office Supplies,Chairs,84.01,5,0.4,5.17
ORD-1854,2022-02-03,2022-02-04,Standard Class,Corporate,South,Technology,Tables,136.42,9,0.4,-8.71
ORD-1855,2022-03-19,2022-03-24,First Class,Consumer,South,Office Supplies,Chairs,160.01,3,0.0,46.62
ORD-1856,2022-08-06,2022-08-08,Standard Class,Consumer,South,Furniture,Chairs,463.67,8,0.3,-2.33
ORD-1857,2022-10-28,2022-11-03,Same Day,Consumer,South,Office Supplies,Tables,130.59,4,0.3,5.48
ORD-1858,2022-03-14,2022-03-16,First Class,Consumer,Southeast,Technology,Tables,158.84,6,0.0,49.93
ORD-1859,2022-10-09,2022-10-15,Same Day,Consumer,Southeast,Technology,Chairs,197.29,6,0.4,-36.22
ORD-1860,2022-09-06,2022-09-12,Standard Class,Corporate,West,Furniture,Phones,338.6,3,0.1,73.44
ORD-1861,2022-02-16,2022-02-19,First Class,Consumer,West,Office Supplies,Tables,76.75,5,0.1,6.74
ORD-1862,2022-05-01,2022-05-06,Standard Class,Corporate,South,Office Supplies,Accessories,477.89,3,0.4,-61.96
ORD-1863,2022-08-02,2022-08-03,Same Day,Consumer,Midwest,Office Supplies,Binders,435.47,1,0.3,-16.68
ORD-1864,2022-08-27,2022-08-28,Same Day,Home Office,South,Furniture,Paper,297.06,7,0.1,57.25
ORD-1865,2022-02-25,2022-03-01,Standard Class,Home Office,Midwest,Office Supplies,Chairs,343.54,4,0.2,24.19
ORD-1866,2022-12-16,2022-12-22,First Class,Home Office,South,Technology,Chairs,28.0,7,0.2,-20.46
ORD-1867,2022-04-17,2022-04-18,Standard Class,Home Office,West,Office Supplies,Paper,182.69,3,0.0,51.22
ORD-1868,2022-11-15,2022-11-18,Same Day,Corporate,West,Furniture,Phones,401.92,5,0.4,-45.1
ORD-1869,2022-02-17,2022-02-23,Standard Class,Corporate,Midwest,Office Supplies,Paper,57.19,5,0.4,-7.22
ORD-1870,2022-03-02,2022-03-05,Same Day,Consumer,South,Office Supplies,Tables,155.51,2,0.1,24.81
ORD-1871,2022-12-03,2022-12-04,Standard Class,Home Office,Midwest,Technology,Paper,300.94,2,0.3,18.29
ORD-1872,2022-01-26,2022-01-27,First Class,Corporate,West,Office Supplies,Chairs,143.08,4,0.4,-9.13
ORD-1873,2022-10-19,2022-10-23,First Class,Consumer,South,Technology,Paper,468.31,4,0.1,88.67
ORD-1874,2022-09-14,2022-09-15,Standard Class,Consumer,South,Technology,Binders,82.91,4,0.1,15.95
ORD-1875,2022-01-08,2022-01-14,Standard Class,Corporate,Midwest,Furniture,Accessories,402.75,6,0.4,-26.13
ORD-1876,2022-04-23,2022-04-29,First Class,Home Office,Southeast,Technology,Tables,263.82,2,0.1,62.33
ORD-1877,2022-12-21,2022-12-27,Same Day,Consumer,Midwest,Technology,Paper,380.16,6,0.0,100.09
ORD-1878,2022-09-10,2022-09-14,First Class,Home Office,West,Furniture,Chairs,169.14,7,0.0,41.0
ORD-1879,2022-06-29,2022-07-03,Same Day,Home Office,West,Technology,Accessories,266.96,3,0.4,-34.51
ORD-1880,2022-07-26,2022-07-27,Standard Class,Home Office,West,Furniture,Tables,431.28,8,0.3,-4.4
ORD-1881,2022-10-30,2022-11-01,Standard Class,Consumer,West,Office Supplies,Chairs,244.1,2,0.0,67.28
ORD-1882,2022-05-07,2022-05-09,Same Day,Home Office,West,Furniture,Phones,192.67,8,0.0,58.14
ORD-1883,2022-02-25,2022-03-01,Standard Class,Consumer,Southeast,Technology,Binders,277.35,5,0.4,-20.38
ORD-1884,2022-08-02,2022-08-03,Same Day,Home Office,South,Furniture,Phones,364.33,2,0.2,45.46
ORD-1885,2022-01-14,2022-01-16,Second Class,Consumer,Midwest,Technology,Binders,232.91,7,0.1,43.31
ORD-1886,2022-01-28,2022-01-29,First Class,Home Office,Midwest,Office Supplies,Paper,470.66,2,0.0,124.85
ORD-1887,2022-03-19,2022-03-20,Second Class,Corporate,West,Furniture,Tables,161.57,6,0.2,5.75
ORD-1888,2022-08-04,2022-08-05,Same Day,Home Office,Midwest,Office Supplies,Paper,248.22,3,0.3,-5.2
ORD-1889,2022-12-31,2023-01-05,First Class,Home Office,West,Technology,Binders,383.33,9,0.2,25.88
ORD-1890,2022-06-03,2022-06-09,Same Day,Consumer,Southeast,Technology,Binders,350.78,3,0.4,-23.67
ORD-1891,2022-01-14,2022-01-15,First Class,Consumer,Southeast,Office Supplies,Binders,434.55,3,0.3,-11.8
ORD-1892,2022-07-06,2022-07-11,First Class,Home Office,South,Furniture,Accessories,498.47,5,0.3,6.17
ORD-1893,2022-11-08,2022-11-12,First Class,Corporate,Southeast,Furniture,Chairs,224.89,7,0.2,5.67
ORD-1894,2022-01-07,2022-01-09,First Class,Corporate,Southeast,Technology,Tables,73.35,8,0.4,-0.76
ORD-1895,2022-01-03,2022-01-09,Same Day,Consumer,South,Office Supplies,Paper,34.6,7,0.0,8.99
ORD-1896,2022-04-21,2022-04-23,First Class,Corporate,Midwest,Office Supplies,Paper,368.9,9,0.2,52.02
ORD-1897,2022-08-26,2022-09-01,First Class,Home Office,West,Furniture,Phones,439.53,5,0.0,120.54
ORD-1898,2022-12-29,2022-12-31,Second Class,Consumer,West,Furniture,Binders,125.94,3,0.2,6.95
ORD-1899,2022-08-27,2022-09-02,Standard Class,Home Office,Midwest,Furniture,Binders,96.06,6,0.0,25.11
ORD-1900,2022-10-01,2022-10-03,Standard Class,Consumer,South,Office Supplies,Binders,49.86,5,0.2,3.46
ORD-1901,2022-10-21,2022-10-23,Second Class,Consumer,Midwest,Furniture,Paper,414.9,4,0.3,-3.46
ORD-1902,2022-08-15,2022-08-17,Second Class,Consumer,Southeast,Furniture,Phones,169.46,2,0.1,30.63
ORD-1903,2022-01-15,2022-01-17,Same Day,Consumer,South,Technology,Chairs,212.81,7,0.3,-3.43
ORD-1904,2022-07-11,2022-07-15,Same Day,Corporate,South,Furniture,Accessories,261.32,5,0.0,57.68
ORD-1905,2022-04-29,2022-04-30,Same Day,Home Office,South,Furniture,Tables,422.94,4,0.4,-32.36
ORD-1906,2022-01-28,2022-01-31,Second Class,Home Office,West,Office Supplies,Chairs,332.4,8,0.3,28.61
ORD-1907,2022-07-21,2022-07-26,Second Class,Home Office,Midwest,Office Supplies,Paper,315.23,9,0.1,66.03
ORD-1908,2022-02-08,2022-02-11,First Class,Consumer,South,Technology,Accessories,104.32,9,0.0,19.94
ORD-1909,2022-09-30,2022-10-03,Same Day,Corporate,South,Furniture,Accessories,266.33,3,0.3,-10.35
ORD-1910,2022-08-19,2022-08-25,Same Day,Home Office,South,Technology,Accessories,363.38,3,0.2,42.47
ORD-1911,2022-03-27,2022-03-28,Same Day,Corporate,Midwest,Office Supplies,Binders,487.17,5,0.4,-44.86
ORD-1912,2022-05-06,2022-05-12,Standard Class,Consumer,West,Technology,Tables,116.68,5,0.0,32.16
ORD-1913,2022-10-27,2022-10-28,First Class,Home Office,Southeast,Office Supplies,Paper,24.58,2,0.3,7.53
ORD-1914,2022-01-25,2022-01-26,Same Day,Corporate,West,Technology,Paper,56.14,1,0.0,-3.8
ORD-1915,2022-05-25,2022-05-27,Same Day,Consumer,South,Technology,Accessories,200.41,8,0.2,27.58
ORD-1916,2022-01-13,2022-01-17,Same Day,Corporate,West,Furniture,Paper,413.86,3,0.1,85.15
ORD-1917,2022-07-31,2022-08-02,Standard Class,Home Office,West,Technology,Tables,23.43,1,0.3,-9.96
ORD-1918,2022-01-25,2022-01-29,Standard Class,Home Office,Southeast,Furniture,Tables,239.23,1,0.0,57.44
ORD-1919,2022-03-09,2022-03-15,Second Class,Consumer,Midwest,Furniture,Phones,178.03,2,0.0,54.62
ORD-1920,2022-03-08,2022-03-12,First Class,Consumer,Midwest,Furniture,Phones,45.19,6,0.0,27.63
ORD-1921,2022-08-21,2022-08-27,Second Class,Consumer,West,Furniture,Chairs,236.11,6,0.1,44.94
ORD-1922,2022-04-19,2022-04-22,First Class,Corporate,West,Technology,Tables,142.28,3,0.0,34.16
ORD-1923,2022-05-26,2022-05-29,Standard Class,Corporate,Midwest,Office Supplies,Tables,188.9,4,0.4,-16.98
ORD-1924,2022-04-21,2022-04-25,Same Day,Corporate,Midwest,Office Supplies,Tables,358.7,2,0.4,-17.66
ORD-1925,2022-08-16,2022-08-20,Second Class,Consumer,Southeast,Office Supplies,Phones,270.34,2,0.0,85.41
ORD-1926,2022-04-21,2022-04-27,Same Day,Home Office,South,Technology,Accessories,79.83,7,0.4,-2.59
ORD-1927,2022-02-03,2022-02-05,Second Class,Home Office,West,Furniture,Accessories,481.48,1,0.3,12.23
ORD-1928,2022-04-21,2022-04-27,Standard Class,Corporate,Midwest,Office Supplies,Paper,325.24,7,0.4,-27.8
ORD-1929,2022-09-21,2022-09-23,Standard Class,Corporate,West,Technology,Accessories,387.62,1,0.0,108.48
ORD-1930,2022-08-24,2022-08-27,Standard Class,Home Office,West,Furniture,Binders,58.02,6,0.2,-11.64
ORD-1931,2022-03-24,2022-03-25,Second Class,Home Office,Midwest,Office Supplies,Phones,42.59,3,0.3,-9.22
ORD-1932,2022-02-11,2022-02-15,First Class,Corporate,Southeast,Furniture,Tables,29.34,8,0.1,-5.18
ORD-1933,2022-04-11,2022-04-13,Second Class,Corporate,West,Office Supplies,Accessories,110.62,6,0.0,39.78
ORD-1934,2022-01-06,2022-01-12,First Class,Home Office,Southeast,Office Supplies,Phones,218.92,2,0.1,51.77
ORD-1935,2022-06-29,2022-07-02,Second Class,Consumer,Midwest,Office Supplies,Accessories,469.2,8,0.2,48.68
ORD-1936,2022-10-09,2022-10-11,Second Class,Corporate,South,Furniture,Chairs,239.39,5,0.1,35.19
ORD-1937,2022-11-16,2022-11-22,Standard Class,Home Office,South,Technology,Tables,159.32,8,0.0,65.66
ORD-1938,2022-08-14,2022-08-18,Same Day,Home Office,West,Furniture,Chairs,289.73,8,0.0,82.76
ORD-1939,2022-11-11,2022-11-15,Same Day,Home Office,Midwest,Office Supplies,Tables,73.73,6,0.2,13.41
ORD-1940,2022-12-31,2023-01-05,First Class,Home Office,Southeast,Furniture,Phones,312.56,2,0.0,94.26
ORD-1941,2022-08-17,2022-08-18,Same Day,Consumer,West,Technology,Paper,292.85,8,0.2,31.37
ORD-1942,2022-10-16,2022-10-21,Second Class,Home Office,Midwest,Furniture,Accessories,400.16,6,0.2,45.7
ORD-1943,2022-05-30,2022-06-02,Second Class,Corporate,Midwest,Technology,Accessories,493.61,6,0.0,141.12
ORD-1944,2022-10-04,2022-10-06,Standard Class,Consumer,Southeast,Technology,Binders,140.42,8,0.4,-0.99
ORD-1945,2022-07-17,2022-07-20,Standard Class,Home Office,West,Furniture,Chairs,264.64,1,0.2,10.67
ORD-1946,2022-03-11,2022-03-17,Same Day,Consumer,Midwest,Office Supplies,Accessories,456.26,2,0.0,126.49
ORD-1947,2022-04-22,2022-04-26,First Class,Corporate,Midwest,Technology,Phones,396.89,9,0.4,-26.76
ORD-1948,2022-01-04,2022-01-09,Same Day,Home Office,Midwest,Furniture,Paper,253.96,8,0.2,31.3
ORD-1949,2022-12-16,2022-12-21,Same Day,Corporate,Southeast,Technology,Phones,473.78,7,0.4,-21.97
ORD-1950,2022-11-27,2022-12-02,Same Day,Home Office,West,Office Supplies,Chairs,47.47,7,0.3,0.68
ORD-1951,2022-11-14,2022-11-17,Same Day,Home Office,West,Furniture,Binders,466.88,5,0.3,17.0
